Epoch 0 | Train Loss: 2.187 | Train Acc: 21.454%
Epoch 269 | Train Loss: 0.976 | Train Acc: 79.734%
Epoch 270 | Train Loss: 0.996 | Train Acc: 78.684%
Epoch 271 | Train Loss: 0.985 | Train Acc: 79.179%
Epoch 272 | Train Loss: 1.001 | Train Acc: 78.626%
Epoch 273 | Train Loss: 1.009 | Train Acc: 78.311%
Epoch 274 | Train Loss: 1.002 | Train Acc: 78.532%
Epoch 275 | Train Loss: 1.013 | Train Acc: 78.339%
Epoch 276 | Train Loss: 0.992 | Train Acc: 79.229%
Epoch 277 | Train Loss: 1.004 | Train Acc: 78.482%
Epoch 278 | Train Loss: 1.018 | Train Acc: 77.927%
Epoch 279 | Train Loss: 0.999 | Train Acc: 78.718%
Epoch 280 | Train Loss: 0.984 | Train Acc: 79.275%
Epoch 281 | Train Loss: 0.982 | Train Acc: 79.307%
Epoch 282 | Train Loss: 0.982 | Train Acc: 79.389%
Epoch 283 | Train Loss: 0.987 | Train Acc: 79.010%
Epoch 284 | Train Loss: 1.000 | Train Acc: 78.894%
Epoch 285 | Train Loss: 0.970 | Train Acc: 79.966%
Epoch 286 | Train Loss: 1.008 | Train Acc: 78.181%
Epoch 287 | Train Loss: 0.993 | Train Acc: 79.227%
Epoch 288 | Train Loss: 0.996 | Train Acc: 79.141%
Epoch 289 | Train Loss: 1.000 | Train Acc: 78.784%
Epoch 290 | Train Loss: 0.628 | Train Acc: 94.351%
Epoch 291 | Train Loss: 0.628 | Train Acc: 94.357%
Epoch 292 | Train Loss: 0.625 | Train Acc: 94.415%
Epoch 293 | Train Loss: 0.623 | Train Acc: 94.561%
Epoch 294 | Train Loss: 0.623 | Train Acc: 94.591%
Epoch 295 | Train Loss: 0.624 | Train Acc: 94.413%
Epoch 296 | Train Loss: 0.622 | Train Acc: 94.493%
Epoch 297 | Train Loss: 0.621 | Train Acc: 94.627%
Epoch 298 | Train Loss: 0.621 | Train Acc: 94.667%
Epoch 299 | Train Loss: 0.625 | Train Acc: 94.407%

🏆 Best Training Accuracy: 94.667%
