
===== block_0 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
4,0.580100,0.005515,0.988327,-0.000418,1.907206,0.000022,1.884942,0.000019,2.237370,0.000019
5,0.669479,0.009702,0.401822,0.012123,1.655513,0.000021,0.665221,0.000036,0.971139,0.000036
6,0.621493,-0.004631,0.661062,0.014105,2.012079,0.000026,1.330108,0.000031,1.701915,0.000031
7,0.817610,0.004264,0.981666,0.002960,2.211289,0.000017,2.170748,0.000014,2.579366,0.000014
8,0.757792,0.003761,0.679709,0.006138,1.528584,0.000017,1.038993,0.000020,1.321455,0.000020
9,0.460333,-0.009660,0.467060,-0.009407,1.784673,0.000028,0.833550,0.000043,1.163335,0.000043
10,0.513502,-0.001270,0.025607,-0.013995,1.664718,0.000029,0.042629,0.000137,0.350248,0.000137
11,0.827753,-0.000944,0.202776,0.014472,1.869262,0.000013,0.379042,0.000035,0.724458,0.000035
12,0.528727,-0.005727,0.114775,0.004251,2.709969,0.000011,0.311037,0.000036,0.811805,0.000036
13,0.547468,-0.001695,0.234783,0.018366,1.732197,0.000036,0.406690,0.000085,0.726778,0.000085
14,0.468791,0.008850,0.677719,-0.013643,2.735800,0.000032,1.854105,0.000037,2.359645,0.000037
15,0.599238,0.005682,0.434811,0.005707,2.041510,0.000016,0.887671,0.000026,1.264916,0.000026
16,0.725041,0.006795,0.375622,-0.070509,1.637970,0.000058,0.615258,0.000104,0.917934,0.000104
17,0.557850,-0.009972,0.472091,-0.004430,1.421953,0.000014,0.671291,0.000021,0.934050,0.000021
18,0.573906,-0.008368,0.555623,0.002697,2.854713,0.000017,1.586145,0.000023,2.113659,0.000023
19,0.628480,-0.000655,0.266549,-0.008994,1.774396,0.000021,0.472963,0.000047,0.800849,0.000047
20,0.501481,-0.006349,0.567023,0.021806,1.708765,0.000030,0.968910,0.000039,1.284668,0.000039
21,0.822116,-0.002997,0.144556,0.013171,1.500731,0.000017,0.216939,0.000052,0.494255,0.000052
22,0.696640,0.001830,0.652785,-0.009138,2.227392,0.000032,1.454009,0.000039,1.865603,0.000039
23,0.648446,0.000971,0.709672,-0.002821,1.906207,0.000028,1.352783,0.000032,1.705025,0.000032
24,0.500563,0.005519,0.091584,-0.035591,2.137160,0.000018,0.195730,0.000066,0.590650,0.000066
25,0.571397,0.005409,0.218284,0.001455,1.694404,0.000014,0.369861,0.000034,0.682966,0.000034
26,0.734290,-0.006726,0.156600,-0.023131,2.517377,0.000013,0.394222,0.000039,0.859401,0.000039
27,0.607142,0.012612,0.126555,-0.022737,1.406097,0.000016,0.177948,0.000050,0.437777,0.000050
28,0.685783,-0.001076,0.636988,-0.041421,1.607035,0.000063,1.023661,0.000077,1.320621,0.000077
29,0.646511,-0.005600,0.624839,0.000044,1.621945,0.000021,1.013454,0.000026,1.313169,0.000026
30,0.983742,-0.001435,0.682048,-0.002909,1.633266,0.000017,1.113966,0.000020,1.415773,0.000020
31,0.564241,-0.002791,0.307522,0.014442,2.176259,0.000022,0.669248,0.000044,1.071393,0.000044
32,0.563595,-0.002528,0.564056,0.016757,1.592924,0.000029,0.898498,0.000038,1.192850,0.000038
33,0.656088,0.004691,0.973508,-0.001015,1.328995,0.000022,1.293787,0.000019,1.539368,0.000019
34,0.770732,0.011803,0.141607,-0.002530,1.392277,0.000018,0.197157,0.000055,0.454432,0.000055
35,0.504973,0.000252,0.351719,0.022309,1.728209,0.000028,0.607845,0.000052,0.927196,0.000052
36,0.405449,-0.006375,0.491656,0.002423,1.379330,0.000021,0.678156,0.000031,0.933039,0.000031
37,0.542736,-0.011543,0.899766,-0.006103,1.651369,0.000024,1.485846,0.000022,1.790998,0.000022
38,0.831145,-0.000298,0.825155,-0.016735,1.743793,0.000041,1.438900,0.000041,1.761131,0.000041
39,0.551374,0.002719,0.330972,0.006192,1.837369,0.000016,0.608117,0.000030,0.947640,0.000030
40,0.612900,-0.000363,0.159459,-0.027759,1.579615,0.000026,0.251884,0.000077,0.543777,0.000077
41,0.706707,0.007251,0.252297,0.048582,1.586255,0.000034,0.400207,0.000078,0.693327,0.000078
42,0.810309,-0.007350,0.165360,-0.013666,2.199807,0.000019,0.363761,0.000053,0.770257,0.000053
43,0.527575,0.009628,0.530633,0.005293,1.819322,0.000018,0.965392,0.000025,1.301580,0.000025
44,0.632253,0.002198,0.681812,0.000692,2.293390,0.000020,1.563660,0.000023,1.987449,0.000023
45,0.604947,-0.002508,0.635073,0.004882,2.337503,0.000021,1.484484,0.000025,1.916425,0.000025
46,0.643077,-0.000778,0.144572,-0.039761,1.321794,0.000026,0.191094,0.000079,0.435345,0.000079
47,0.651270,0.005741,0.247968,-0.018912,2.140398,0.000022,0.530749,0.000051,0.926268,0.000051
48,0.555504,0.003414,0.087145,0.001139,3.053165,0.000011,0.266069,0.000040,0.830255,0.000040
49,0.624543,0.003990,0.682253,-0.012123,1.553287,0.000021,1.059734,0.000024,1.346762,0.000024
50,0.411361,-0.001648,0.998839,0.002528,1.481982,0.000017,1.480262,0.000015,1.754113,0.000015
51,0.571464,0.005330,0.289142,0.019204,2.458860,0.000032,0.710960,0.000067,1.165326,0.000067
52,0.803404,0.006234,0.073386,0.032635,1.909080,0.000018,0.140099,0.000072,0.492873,0.000072
53,0.694597,-0.002983,0.280557,-0.013700,1.526468,0.000020,0.428262,0.000044,0.710333,0.000044
54,0.575480,0.002240,0.245762,0.031238,1.713133,0.000029,0.421024,0.000068,0.737589,0.000068
55,0.558207,0.004339,0.380022,-0.018431,1.589354,0.000025,0.603989,0.000044,0.897681,0.000044
56,0.621213,-0.001427,0.922153,-0.006362,1.396601,0.000032,1.287880,0.000029,1.545954,0.000029
57,0.508129,0.001218,0.944104,-0.003711,1.691879,0.000015,1.597309,0.000013,1.909947,0.000013
58,0.901775,-0.006626,0.670278,0.007105,2.319362,0.000021,1.554618,0.000024,1.983206,0.000024
59,0.450534,0.006431,0.379983,-0.005296,1.806493,0.000013,0.686437,0.000024,1.020254,0.000024
60,0.532113,0.001516,0.936041,0.009110,2.052919,0.000030,1.921617,0.000027,2.300970,0.000027
61,0.574615,0.002597,0.697321,-0.003267,2.378574,0.000020,1.658630,0.000022,2.098160,0.000022
62,0.650674,-0.003957,0.691153,-0.008206,1.597912,0.000022,1.104402,0.000025,1.399676,0.000025
63,0.959598,0.002894,0.144349,-0.006535,1.777061,0.000021,0.256517,0.000063,0.584895,0.000063
64,0.453873,0.006430,0.285365,-0.024754,2.115448,0.000025,0.603675,0.000053,0.994583,0.000053
65,0.475971,-0.000677,0.366119,0.019018,1.498556,0.000029,0.548650,0.000052,0.825564,0.000052
66,0.467357,-0.002884,0.055316,0.000109,2.064733,0.000013,0.114212,0.000055,0.495749,0.000055
67,0.445675,0.000090,0.578690,-0.011819,1.575391,0.000029,0.911663,0.000038,1.202775,0.000038
68,0.656111,0.014813,0.177737,0.018146,1.620806,0.000021,0.288077,0.000058,0.587581,0.000058
69,0.705021,0.009321,0.627601,-0.000552,1.429119,0.000023,0.896916,0.000028,1.160999,0.000028
70,0.615077,-0.003209,0.105572,-0.006105,1.464002,0.000019,0.154558,0.000066,0.425087,0.000066
71,0.457325,0.008460,0.488984,-0.001702,1.705199,0.000010,0.833815,0.000015,1.148914,0.000015
72,0.523472,-0.000028,0.992523,-0.004055,1.872061,0.000015,1.858065,0.000013,2.203998,0.000013
73,0.762233,-0.001220,0.471024,-0.004891,2.714440,0.000025,1.278568,0.000039,1.780161,0.000039
74,0.742252,-0.003667,0.701292,0.017684,1.824117,0.000029,1.279239,0.000033,1.616312,0.000033
75,0.663763,0.007126,0.056855,-0.007282,1.778781,0.000015,0.101133,0.000061,0.429830,0.000061
76,0.455291,-0.000630,0.661387,0.002393,1.915928,0.000026,1.267170,0.000031,1.621209,0.000031
77,0.803730,0.000652,0.727419,0.004885,1.811603,0.000020,1.317794,0.000022,1.652555,0.000022
78,0.568991,-0.001133,0.781146,0.000176,1.654812,0.000027,1.292651,0.000028,1.598439,0.000028
79,0.464962,0.000677,0.623451,0.008797,1.953948,0.000016,1.218191,0.000020,1.579256,0.000020
80,0.808719,0.010988,0.231199,0.033819,2.143938,0.000027,0.495677,0.000066,0.891850,0.000066
81,0.444344,-0.016055,0.082167,0.015893,1.706302,0.000014,0.140202,0.000052,0.455505,0.000052
82,0.696668,0.000264,0.538702,-0.000896,1.704631,0.000015,0.918287,0.000021,1.233281,0.000021
83,0.488863,-0.004947,0.240561,0.034010,1.859057,0.000025,0.447217,0.000058,0.790747,0.000058
84,0.570587,-0.001498,0.201833,0.062223,1.953790,0.000044,0.394339,0.000115,0.755374,0.000115
85,0.634478,0.003933,0.479050,0.004479,2.089839,0.000019,1.001137,0.000028,1.387313,0.000028
86,0.622847,-0.003192,0.541774,0.000030,2.355303,0.000014,1.276041,0.000020,1.711271,0.000020
87,0.642160,0.011167,0.797923,-0.000876,1.318584,0.000016,1.052128,0.000017,1.295786,0.000017
88,0.639550,-0.009175,0.599939,0.017418,1.554272,0.000032,0.932468,0.000041,1.219678,0.000041
89,0.739257,-0.002622,0.472543,-0.011194,1.680866,0.000027,0.794282,0.000042,1.104885,0.000042
90,0.710552,0.001206,0.220265,-0.016007,2.784247,0.000021,0.613273,0.000051,1.127766,0.000051
91,0.745427,-0.006602,0.223007,-0.016950,1.316667,0.000016,0.293625,0.000038,0.536929,0.000038
92,0.639602,0.005070,0.939304,-0.005856,1.808121,0.000020,1.698375,0.000018,2.032493,0.000018
93,0.461480,-0.005400,0.372887,0.000553,1.979809,0.000011,0.738245,0.000020,1.104088,0.000020
94,0.700327,-0.006051,0.106484,0.006442,1.704005,0.000026,0.181449,0.000089,0.496328,0.000089
95,0.679414,0.004715,0.661295,0.006402,1.730703,0.000023,1.144505,0.000027,1.464317,0.000027
96,0.500004,0.001754,0.289693,-0.004250,1.523767,0.000019,0.441424,0.000041,0.722997,0.000041
97,0.541972,0.007645,0.192225,-0.004896,1.981138,0.000011,0.380823,0.000030,0.746912,0.000030
98,0.569454,-0.004900,0.088751,0.026781,1.517255,0.000024,0.134657,0.000087,0.415027,0.000087
99,0.502733,-0.007523,0.078265,-0.020862,1.724693,0.000012,0.134983,0.000044,0.453685,0.000044
100,0.697087,0.003269,0.196974,0.023055,1.452699,0.000021,0.286143,0.000054,0.554584,0.000054
101,0.743446,0.005583,0.051035,0.001956,2.099628,0.000009,0.107155,0.000040,0.495140,0.000040
102,0.474655,0.000296,0.511385,0.018826,1.815028,0.000031,0.928177,0.000045,1.263572,0.000045
103,0.604379,-0.004002,0.282104,-0.013589,1.959452,0.000017,0.552769,0.000036,0.914851,0.000036
104,0.518812,-0.002184,0.045735,-0.012220,1.775031,0.000020,0.081180,0.000087,0.409183,0.000087
105,0.598885,-0.006383,0.403498,-0.006048,1.634917,0.000011,0.659685,0.000018,0.961797,0.000018
106,0.536427,-0.010010,0.250221,-0.002680,1.542718,0.000007,0.386020,0.000016,0.671095,0.000016
107,0.627597,-0.006394,0.611854,0.000565,1.642477,0.000019,1.004956,0.000024,1.308465,0.000024
108,0.425128,-0.003772,0.065506,-0.024173,1.858208,0.000017,0.121725,0.000067,0.465098,0.000067
109,0.775127,0.005421,0.575542,0.004058,1.806849,0.000021,1.039918,0.000027,1.373801,0.000027
110,0.561416,-0.000259,0.983540,0.007101,1.374308,0.000035,1.351688,0.000030,1.605642,0.000030
111,0.644133,-0.011412,0.777142,0.002630,1.862671,0.000023,1.447560,0.000024,1.791758,0.000024
112,0.561108,-0.003085,0.386052,0.007540,2.345338,0.000024,0.905422,0.000042,1.338811,0.000042
113,0.663228,0.003849,0.122045,-0.024178,1.922129,0.000017,0.234586,0.000057,0.589771,0.000057
114,0.473594,-0.003139,0.067809,-0.020234,1.799989,0.000026,0.122055,0.000104,0.454670,0.000104
115,0.917715,0.000954,0.177497,0.024678,1.530373,0.000016,0.271636,0.000045,0.554430,0.000045
116,0.523274,0.003166,0.685473,-0.002997,1.553852,0.000030,1.065123,0.000034,1.352255,0.000034
117,0.773861,-0.003848,0.101299,-0.006131,1.599484,0.000007,0.162026,0.000023,0.457590,0.000023
118,0.526253,-0.000751,0.126711,-0.009376,1.791241,0.000021,0.226970,0.000068,0.557968,0.000068
119,0.584875,-0.000608,0.692670,0.004200,1.685083,0.000017,1.167207,0.000019,1.478589,0.000019
120,0.553506,0.001103,0.034251,-0.023082,2.671935,0.000010,0.091517,0.000045,0.585257,0.000045
121,0.588560,0.005050,0.978970,0.005431,1.795141,0.000022,1.757390,0.000019,2.089109,0.000019
122,0.497728,-0.000071,0.956229,0.018440,1.702120,0.000038,1.627617,0.000033,1.942147,0.000033
123,0.562604,-0.001909,0.965873,0.004186,2.896795,0.000015,2.797936,0.000013,3.333227,0.000013
124,0.877325,-0.002190,0.336727,-0.003674,1.720693,0.000028,0.579404,0.000053,0.897366,0.000053
125,0.752453,0.002143,0.719975,0.008473,1.263890,0.000022,0.909969,0.000025,1.143519,0.000025
126,0.717139,0.004987,0.086961,0.022521,1.943921,0.000017,0.169046,0.000061,0.528258,0.000061
127,0.562785,-0.005112,0.412265,-0.001144,1.690224,0.000021,0.696821,0.000034,1.009153,0.000034
128,0.765831,-0.012090,0.180067,-0.003892,2.135674,0.000018,0.384565,0.000050,0.779210,0.000050
129,0.659424,0.005229,0.727843,0.006395,1.534560,0.000022,1.116919,0.000024,1.400486,0.000024
130,0.674241,-0.011478,0.083738,0.042273,1.605560,0.000022,0.134446,0.000084,0.431133,0.000084
131,0.546159,-0.006201,0.493081,0.007029,1.519615,0.000022,0.749293,0.000033,1.030098,0.000033
132,0.584764,0.006962,0.662874,-0.048299,2.554985,0.000045,1.693633,0.000053,2.165761,0.000053
133,0.510049,0.002037,0.658204,0.009972,1.841818,0.000026,1.212292,0.000031,1.552637,0.000031
134,0.527524,0.006247,0.134953,0.019545,2.786783,0.000024,0.376085,0.000074,0.891047,0.000074
135,0.464761,0.006364,0.918319,-0.000438,1.625818,0.000022,1.493020,0.000020,1.793451,0.000020
136,0.498390,0.002761,0.514784,0.010069,2.147005,0.000020,1.105244,0.000028,1.501984,0.000028
137,0.434247,-0.007537,0.116337,-0.002734,2.206933,0.000013,0.256747,0.000042,0.664560,0.000042
138,0.602996,-0.007684,0.589460,0.009285,1.325236,0.000018,0.781174,0.000024,1.026061,0.000024
139,0.748798,0.002174,0.232491,0.011839,1.523564,0.000014,0.354215,0.000034,0.635750,0.000034
140,0.572778,0.000606,0.574648,0.022292,1.576049,0.000032,0.905673,0.000042,1.196906,0.000042
141,0.937884,0.004565,0.281274,0.013419,2.152881,0.000021,0.605549,0.000044,1.003374,0.000044
142,0.771413,0.000936,0.498415,0.022915,1.589046,0.000030,0.792004,0.000044,1.085639,0.000044
143,0.590398,-0.009222,0.749484,-0.016772,1.643734,0.000041,1.231951,0.000044,1.535692,0.000044
144,0.715254,0.018247,0.719190,0.013234,1.709427,0.000038,1.229403,0.000042,1.545284,0.000042
145,0.654737,0.007266,0.510894,-0.003906,1.693662,0.000012,0.865282,0.000018,1.178249,0.000018
146,0.808563,-0.001495,0.690401,0.001653,2.299697,0.000017,1.587713,0.000020,2.012668,0.000020
147,0.774468,-0.003274,0.999959,0.001774,1.436115,0.000026,1.436057,0.000022,1.701432,0.000022
148,0.491258,0.002113,0.109754,0.020780,1.620391,0.000016,0.177844,0.000056,0.477272,0.000056
149,0.576901,0.019664,0.156440,-0.035227,1.863475,0.000021,0.291523,0.000063,0.635869,0.000063
150,0.720690,-0.001449,0.620796,-0.016114,1.403498,0.000032,0.871286,0.000040,1.130634,0.000040
151,0.735689,0.005816,0.653671,0.009150,1.593688,0.000026,1.041748,0.000031,1.336241,0.000031
152,0.597884,0.004547,0.052312,0.002309,1.805347,0.000008,0.094441,0.000036,0.428047,0.000036
153,0.538840,-0.000688,0.680782,-0.000980,1.353660,0.000020,0.921547,0.000023,1.171686,0.000023
154,0.477175,0.001760,0.131783,-0.029048,1.203210,0.000020,0.158562,0.000063,0.380900,0.000063
155,0.707479,-0.006696,0.767606,-0.001788,1.618677,0.000025,1.242505,0.000026,1.541616,0.000026
156,0.661078,0.005051,0.072472,-0.011580,1.687496,0.000016,0.122295,0.000061,0.434123,0.000061
157,0.933331,0.004372,0.687701,-0.006721,1.655135,0.000021,1.138238,0.000025,1.444085,0.000025
158,0.876075,0.010116,0.152671,0.007535,1.142012,0.000014,0.174352,0.000042,0.385382,0.000042
159,0.505456,-0.011250,0.367778,0.005890,2.095003,0.000018,0.770496,0.000032,1.157626,0.000032
160,0.569240,0.006716,0.177591,0.018417,1.846329,0.000017,0.327892,0.000048,0.669070,0.000048
161,0.607328,-0.003539,0.998885,-0.002590,1.671072,0.000021,1.669209,0.000018,1.978002,0.000018
162,0.570707,-0.000703,0.844056,0.002352,1.718211,0.000018,1.450267,0.000017,1.767770,0.000017
163,0.698382,0.001890,0.597270,-0.001047,2.152423,0.000020,1.285578,0.000026,1.683319,0.000026
164,0.559194,0.001063,0.080101,-0.032107,1.654589,0.000037,0.132535,0.000140,0.438282,0.000140
165,0.517863,-0.004308,0.892229,-0.000168,2.015706,0.000027,1.798470,0.000025,2.170947,0.000025
166,0.792028,-0.000009,0.983664,-0.002775,1.921857,0.000024,1.890462,0.000020,2.245596,0.000020
167,0.654615,-0.005509,0.124562,0.013189,2.024805,0.000016,0.252214,0.000050,0.626372,0.000050
168,0.534184,-0.006150,0.287443,-0.012035,2.216417,0.000018,0.637093,0.000038,1.046659,0.000038
169,0.724609,-0.008362,0.409022,-0.026100,1.509056,0.000030,0.617237,0.000050,0.896091,0.000050
170,1.020666,-0.008585,0.549803,-0.008312,1.596537,0.000029,0.877782,0.000040,1.172801,0.000040
171,0.532367,-0.009836,0.639068,0.020743,2.376790,0.000033,1.518930,0.000040,1.958130,0.000040
172,0.577352,-0.007394,0.558117,0.010210,1.636526,0.000037,0.913373,0.000050,1.215782,0.000050
173,0.417926,0.007855,0.665473,0.000009,1.681746,0.000020,1.119157,0.000024,1.429922,0.000024
174,0.629761,0.005911,0.759736,0.006001,1.657960,0.000019,1.259612,0.000020,1.565982,0.000020
175,0.742926,-0.005741,0.329958,0.014421,2.065371,0.000024,0.681486,0.000046,1.063140,0.000046
176,0.510616,-0.015771,0.568652,-0.003565,2.461689,0.000033,1.399845,0.000044,1.854734,0.000044
177,0.470217,0.005025,0.721224,-0.001288,1.963481,0.000024,1.416110,0.000026,1.778936,0.000026
178,0.702950,-0.000885,0.185014,-0.004291,1.757729,0.000009,0.325205,0.000025,0.650011,0.000025
179,0.677718,-0.000756,0.119573,-0.025938,2.153126,0.000017,0.257455,0.000056,0.655326,0.000056
180,0.523813,0.001798,0.064765,-0.000743,2.094221,0.000013,0.135631,0.000050,0.522617,0.000050
181,0.719420,0.001905,0.835128,-0.017912,1.739007,0.000029,1.452292,0.000029,1.773639,0.000029
182,0.602546,-0.001001,0.338433,-0.001599,2.726438,0.000018,0.922715,0.000035,1.426526,0.000035
183,0.474624,0.001981,0.708325,-0.000459,1.595789,0.000021,1.130337,0.000023,1.425219,0.000023
184,0.582800,-0.007443,0.128549,-0.005443,1.837943,0.000026,0.236265,0.000083,0.575894,0.000083
185,0.517286,0.009237,0.996838,-0.002511,2.344687,0.000023,2.337273,0.000019,2.770541,0.000019
186,0.648463,-0.001299,0.883666,-0.008969,1.319243,0.000024,1.165770,0.000023,1.409549,0.000023
187,0.617053,-0.005351,0.578583,0.013765,1.756219,0.000050,1.016119,0.000066,1.340646,0.000066
188,0.563348,0.001538,0.153402,-0.033138,1.906764,0.000033,0.292502,0.000099,0.644848,0.000099
189,0.534356,-0.009846,0.999897,-0.000231,1.610713,0.000017,1.610547,0.000014,1.908186,0.000014
190,0.834229,-0.004680,0.579433,-0.002790,1.371744,0.000023,0.794833,0.000031,1.048314,0.000031
191,0.592997,0.000254,0.059343,-0.016380,1.691692,0.000027,0.100390,0.000112,0.412993,0.000112

===== block_6 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
0,0.286099,-0.010798,0.169040,0.060824,2.664334,0.000012,0.450380,0.000086,0.385124,0.000086
1,0.547567,0.005727,0.496395,0.006309,1.796354,0.000017,0.891702,0.000036,0.847705,0.000036
2,0.262153,0.002427,0.223449,-0.002331,1.944441,0.000007,0.434484,0.000034,0.386860,0.000034
3,0.296638,-0.001505,0.458125,0.004458,1.911435,0.000011,0.875677,0.000026,0.828861,0.000026
4,0.427306,0.002498,0.264943,-0.008691,2.370566,0.000014,0.628065,0.000057,0.570004,0.000057
5,0.244569,0.011681,0.216358,-0.012763,1.396416,0.000016,0.302126,0.000083,0.267924,0.000083
6,0.420441,-0.001174,0.469051,-0.003678,1.792765,0.000014,0.840898,0.000032,0.796990,0.000032
7,0.309333,-0.011311,0.186761,-0.026621,1.631336,0.000046,0.304670,0.000280,0.264715,0.000280
8,0.219953,0.020760,0.254531,0.001872,2.207345,0.000011,0.561837,0.000048,0.507774,0.000048
9,0.425099,0.009567,0.605466,-0.005329,2.224787,0.000021,1.347032,0.000036,1.292542,0.000036
10,0.481269,-0.001841,0.145413,0.006078,2.399112,0.000009,0.348861,0.000072,0.290101,0.000072
11,0.236077,-0.007044,0.522811,-0.011208,2.762573,0.000013,1.444302,0.000026,1.376641,0.000026
12,0.358618,-0.016309,0.988902,0.005022,2.489385,0.000019,2.461757,0.000019,2.400787,0.000019
13,0.347875,0.006594,0.364078,0.006283,2.103115,0.000021,0.765697,0.000062,0.714187,0.000062
14,0.273426,-0.008766,0.746694,-0.002408,1.780858,0.000019,1.329755,0.000027,1.286138,0.000027
15,0.308355,0.010368,0.153141,0.021700,2.428798,0.000022,0.371949,0.000168,0.312462,0.000168
16,0.367930,-0.009375,0.520898,0.010245,2.136874,0.000019,1.113094,0.000038,1.060757,0.000038
17,0.229718,-0.006656,0.184047,0.084048,2.656646,0.000029,0.488947,0.000179,0.423880,0.000179
18,0.324875,-0.007945,0.949013,0.004210,2.430107,0.000013,2.306203,0.000014,2.246685,0.000014
19,0.268146,-0.012349,0.672198,-0.000031,1.898327,0.000008,1.276051,0.000012,1.229556,0.000012
20,0.561389,0.006442,0.216744,0.001618,1.758640,0.000009,0.381175,0.000045,0.338102,0.000045
21,0.135618,0.000468,0.211796,0.010119,2.091600,0.000018,0.442992,0.000096,0.391764,0.000096
22,0.406321,-0.005023,0.300004,0.019357,2.053768,0.000017,0.616139,0.000061,0.565838,0.000061
23,0.548492,-0.003841,0.996796,0.000016,5.412599,0.000001,5.395258,0.000001,5.262691,0.000001
24,0.377402,-0.001054,0.559717,0.001955,2.262894,0.000018,1.266581,0.000033,1.211158,0.000033
25,0.300327,-0.004528,0.509800,-0.019778,2.570941,0.000019,1.310665,0.000039,1.247696,0.000039
26,0.264039,0.005049,0.287526,0.003747,2.003423,0.000011,0.576037,0.000041,0.526969,0.000041
27,0.245891,-0.008821,0.279189,-0.002863,1.645897,0.000007,0.459517,0.000029,0.419205,0.000029
28,0.477294,0.007895,0.998478,-0.006059,2.610545,0.000042,2.606571,0.000044,2.542633,0.000044
29,0.311966,0.013612,0.991809,0.001673,2.114321,0.000020,2.097003,0.000021,2.045218,0.000021
30,0.246071,-0.001281,0.395637,0.001213,1.968605,0.000015,0.778853,0.000041,0.730637,0.000041
31,0.448027,0.002281,0.113430,0.015045,1.782501,0.000010,0.202189,0.000113,0.158531,0.000113
32,0.477919,-0.002351,0.473427,0.019952,1.883861,0.000018,0.891870,0.000040,0.845730,0.000040
33,0.235581,-0.010890,0.111605,0.027104,1.884514,0.000014,0.210320,0.000159,0.164164,0.000159
34,0.297015,-0.000450,0.304782,0.007689,1.809766,0.000013,0.551585,0.000047,0.507260,0.000047
35,0.291427,0.002733,0.278554,-0.013006,2.059887,0.000017,0.573791,0.000069,0.523339,0.000069
36,0.282426,0.008499,0.134007,-0.025624,1.753200,0.000010,0.234940,0.000090,0.192001,0.000090
37,0.233673,-0.000287,0.158215,-0.026504,1.590589,0.000008,0.251654,0.000062,0.212697,0.000062
38,0.541564,-0.006202,0.813428,0.005852,3.217768,0.000010,2.617423,0.000013,2.538612,0.000013
39,0.289360,-0.011513,0.292987,-0.018385,1.412036,0.000022,0.413708,0.000080,0.379124,0.000080
40,0.215397,-0.007800,0.139660,0.049355,2.148731,0.000016,0.300091,0.000135,0.247464,0.000135
41,0.277001,-0.011069,0.220255,0.002232,1.953879,0.000017,0.430352,0.000087,0.382497,0.000087
42,0.246856,-0.003751,0.168413,-0.006925,2.178516,0.000016,0.366891,0.000109,0.313534,0.000109
43,0.176629,0.007531,0.852922,0.004561,1.852914,0.000013,1.580392,0.000015,1.535010,0.000015
44,0.389115,0.004309,0.698277,-0.001526,3.176894,0.000013,2.218352,0.000019,2.140543,0.000019
45,0.340610,0.001841,0.381320,0.009151,1.797287,0.000021,0.685341,0.000059,0.641322,0.000059
46,0.221153,-0.002879,0.137599,0.042236,1.684896,0.000025,0.231841,0.000225,0.190574,0.000225
47,0.414721,-0.003981,0.328925,0.010731,2.065238,0.000014,0.679308,0.000047,0.628726,0.000047
48,0.320980,0.007950,0.185073,0.004067,1.690605,0.000010,0.312885,0.000062,0.271479,0.000062
49,0.240689,-0.000975,0.172306,-0.012779,1.513322,0.000013,0.260755,0.000089,0.223690,0.000089
50,0.307273,0.003527,0.975272,0.001115,2.905199,0.000017,2.833358,0.000018,2.762203,0.000018
51,0.246634,0.015413,0.354236,-0.006352,2.017824,0.000018,0.714786,0.000054,0.665365,0.000054
52,0.261687,-0.002768,0.998512,-0.000369,2.678255,0.000009,2.674269,0.000009,2.608673,0.000009
53,0.298035,-0.013967,0.315005,0.003825,2.069592,0.000018,0.651931,0.000063,0.601242,0.000063
54,0.400847,0.010733,0.214015,-0.001517,2.071498,0.000012,0.443331,0.000064,0.392595,0.000064
55,0.288599,-0.009506,0.114391,-0.015564,1.816636,0.000016,0.207806,0.000176,0.163313,0.000176
56,0.356447,-0.007789,0.144653,0.036014,2.330379,0.000018,0.337097,0.000146,0.280021,0.000146
57,0.328379,0.005961,0.430563,0.015201,2.004330,0.000022,0.862990,0.000053,0.813900,0.000053
58,0.262783,0.007891,0.179031,0.024567,1.805643,0.000016,0.323265,0.000106,0.279041,0.000106
59,0.327525,0.000197,0.999711,-0.002937,1.687780,0.000017,1.687292,0.000017,1.645955,0.000017
60,0.514725,-0.002611,0.196866,-0.013393,2.316245,0.000018,0.455990,0.000104,0.399260,0.000104
61,0.187135,-0.021388,0.429722,-0.003345,1.594858,0.000021,0.685346,0.000053,0.646284,0.000053
62,0.139122,0.002583,0.350423,0.002339,1.985348,0.000016,0.695712,0.000049,0.647087,0.000049
63,0.379575,-0.010105,0.157972,-0.003713,4.171808,0.000006,0.659030,0.000045,0.556853,0.000045
64,0.275042,-0.004200,0.381810,-0.002107,1.858094,0.000012,0.709439,0.000033,0.663930,0.000033
65,0.274507,-0.000076,0.521472,-0.002306,1.934349,0.000016,1.008709,0.000033,0.961333,0.000033
66,0.174054,-0.011553,0.430478,0.007995,1.707915,0.000019,0.735219,0.000047,0.693388,0.000047
67,0.434393,-0.004953,0.135978,0.033237,1.842765,0.000018,0.250575,0.000163,0.205442,0.000163
68,0.300213,-0.001996,0.254636,0.015492,1.682761,0.000020,0.428492,0.000085,0.387277,0.000085
69,0.380581,0.000344,0.213224,0.016114,1.694716,0.000013,0.361355,0.000071,0.319847,0.000071
70,0.243971,-0.007247,0.153061,-0.006939,1.793759,0.000008,0.274555,0.000059,0.230621,0.000059
