
===== block_0 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
80,0.060714,0.005050,0.265253,-0.007105,0.599941,0.000049,0.159136,0.000140,0.211779,0.000140
81,0.040222,-0.007018,0.169885,-0.030743,0.589378,0.000043,0.100127,0.000166,0.151842,0.000166
82,0.038461,-0.001628,0.264055,-0.003647,0.501441,0.000048,0.132408,0.000138,0.176407,0.000138
83,0.077551,0.003518,0.116006,0.015918,0.694157,0.000023,0.080526,0.000112,0.141436,0.000112
84,0.025966,-0.005599,0.273200,-0.004349,0.428021,0.000030,0.116935,0.000082,0.154492,0.000082
85,0.012215,0.002563,0.511303,-0.009904,1.694675,0.000046,0.866492,0.000077,1.015193,0.000077
86,0.015744,0.001479,0.445240,0.000687,1.522911,0.000037,0.678060,0.000069,0.811689,0.000069
87,0.032894,0.004456,0.340544,-0.004599,0.938556,0.000042,0.319620,0.000097,0.401974,0.000097
88,0.065571,0.003710,0.309193,-0.000209,0.754073,0.000037,0.233154,0.000092,0.299321,0.000092
89,0.254566,0.004112,0.351506,-0.045691,1.290281,0.000060,0.453542,0.000135,0.566759,0.000135
90,0.043891,-0.005704,0.317669,-0.002785,0.604881,0.000050,0.192152,0.000123,0.245228,0.000123
91,0.056997,0.000445,0.156987,0.007292,0.433196,0.000045,0.068006,0.000182,0.106017,0.000182
92,0.080543,0.003903,0.127536,0.027688,0.767758,0.000024,0.097917,0.000111,0.165284,0.000111
93,0.029356,0.000409,0.671375,-0.001222,1.402917,0.000017,0.941884,0.000022,1.064983,0.000022
94,0.027821,-0.004416,0.501642,0.005639,1.660217,0.000034,0.832834,0.000057,0.978511,0.000057
95,0.082180,0.004186,0.419452,0.003739,1.228067,0.000026,0.515115,0.000052,0.622873,0.000052
96,0.031534,-0.005006,0.158138,-0.009697,0.455739,0.000038,0.072070,0.000153,0.112059,0.000153
97,0.040047,0.002315,0.625072,0.005873,2.092571,0.000026,1.308008,0.000036,1.491622,0.000036
98,0.017623,0.002655,0.299418,-0.045872,0.957448,0.000039,0.286677,0.000102,0.370689,0.000102
99,0.066271,0.005351,0.209652,-0.009358,0.495350,0.000034,0.103851,0.000115,0.147316,0.000115
100,0.061472,0.002182,0.201582,0.004559,0.809700,0.000027,0.163221,0.000093,0.234268,0.000093
101,0.028660,0.003165,0.213995,0.005071,0.298588,0.000081,0.063896,0.000267,0.090096,0.000267
102,0.045708,0.006516,0.172426,0.007166,0.553527,0.000015,0.095442,0.000059,0.144012,0.000059
103,0.042383,-0.007149,0.438430,-0.018415,1.284779,0.000058,0.563285,0.000110,0.676019,0.000110
104,0.052286,-0.004000,0.326072,-0.000082,0.302526,0.000056,0.098645,0.000135,0.125191,0.000135
105,0.014368,-0.000252,0.261603,-0.000852,0.385550,0.000035,0.100861,0.000099,0.134691,0.000099
106,0.035190,-0.001798,0.319153,-0.007891,0.539939,0.000037,0.172323,0.000091,0.219700,0.000091
107,0.057878,-0.001677,0.455248,-0.004072,1.828615,0.000044,0.832472,0.000081,0.992926,0.000081
108,0.021711,-0.002728,0.312808,-0.006143,1.008956,0.000028,0.315609,0.000069,0.404141,0.000069
109,0.062845,0.000261,0.251158,0.012555,0.586421,0.000034,0.147284,0.000100,0.198740,0.000100
110,0.038204,0.004298,0.885076,-0.003035,2.834941,0.000033,2.509137,0.000034,2.757892,0.000034
111,0.009151,0.002228,0.359834,0.010493,0.398794,0.000051,0.143500,0.000114,0.178492,0.000114
112,0.083260,0.004618,0.334618,0.002777,1.625191,0.000028,0.543818,0.000067,0.686422,0.000067
113,0.043853,-0.006164,0.427213,-0.007819,1.381998,0.000052,0.590408,0.000101,0.711672,0.000101
114,0.062852,0.002301,0.489171,-0.000558,0.561603,0.000038,0.274720,0.000067,0.323998,0.000067
115,0.098143,0.003932,0.218564,-0.000196,0.417697,0.000073,0.091294,0.000237,0.127945,0.000237
116,0.058505,0.003969,0.228560,-0.001950,0.455821,0.000030,0.104182,0.000094,0.144179,0.000094
117,0.048345,-0.002470,0.287655,-0.001835,1.005767,0.000025,0.289314,0.000066,0.377566,0.000066
118,0.030278,0.002869,0.492211,-0.000522,0.652869,0.000024,0.321349,0.000042,0.378636,0.000042
119,0.081216,0.000543,0.345559,-0.018679,2.021095,0.000042,0.698408,0.000096,0.875751,0.000096
120,0.028365,0.000147,0.391601,0.001707,0.944829,0.000032,0.369996,0.000067,0.452900,0.000067
121,0.019127,0.003047,0.203134,0.015485,0.458288,0.000037,0.093094,0.000127,0.133307,0.000127
122,0.048940,0.004531,0.390771,0.015541,1.725509,0.000046,0.674278,0.000096,0.825684,0.000096
123,0.033339,-0.003387,0.139595,-0.000805,0.624991,0.000029,0.087246,0.000126,0.142086,0.000126
124,0.032790,0.005954,0.198211,0.018150,0.479766,0.000033,0.095095,0.000116,0.137192,0.000116
125,0.030153,0.001752,0.354010,-0.002387,0.586598,0.000033,0.207662,0.000076,0.259133,0.000076
126,0.048544,0.002953,0.346842,-0.000646,0.845672,0.000039,0.293315,0.000090,0.367519,0.000090
127,0.014844,-0.001412,0.141972,-0.007895,0.426728,0.000044,0.060583,0.000192,0.098027,0.000192
128,0.009541,0.000785,0.284795,0.006913,0.473637,0.000037,0.134889,0.000099,0.176449,0.000099
129,0.052154,0.002173,0.364017,-0.000886,0.613526,0.000043,0.223334,0.000094,0.277168,0.000094
130,0.031654,0.002451,0.362621,-0.013278,0.488638,0.000042,0.177190,0.000094,0.220066,0.000094
131,0.026522,-0.001060,0.212002,-0.008484,0.475342,0.000049,0.100773,0.000164,0.142482,0.000164
132,0.073443,0.004085,0.352796,-0.017463,1.275229,0.000040,0.449896,0.000092,0.561792,0.000092
133,0.022980,-0.006300,0.436932,0.004502,0.337750,0.000026,0.147574,0.000049,0.177210,0.000049
134,0.022172,-0.001766,0.830406,-0.001316,1.331361,0.000042,1.105569,0.000046,1.222391,0.000046
135,0.045955,-0.001466,0.361924,-0.009041,0.747742,0.000042,0.270626,0.000093,0.336237,0.000093
136,0.026916,0.004986,0.251222,0.006725,0.978881,0.000033,0.245916,0.000099,0.331809,0.000099
137,0.075866,-0.004517,0.225861,0.000875,1.078173,0.000033,0.243517,0.000106,0.338122,0.000106
138,0.045004,0.005243,0.319396,-0.009499,0.592648,0.000035,0.189290,0.000085,0.241292,0.000085
139,0.014663,-0.003983,0.166564,-0.005491,0.419677,0.000068,0.069903,0.000267,0.106728,0.000267
140,0.046586,0.004335,0.213851,0.013102,0.451880,0.000044,0.096635,0.000145,0.136286,0.000145
141,0.118408,-0.001053,0.572434,0.008170,1.402465,0.000044,0.802818,0.000066,0.925879,0.000066
142,0.052895,-0.001695,0.512823,0.004553,1.895696,0.000033,0.972157,0.000055,1.138496,0.000055
143,0.063659,0.001896,0.294389,-0.007201,0.956747,0.000037,0.281656,0.000096,0.365606,0.000096
144,0.083407,0.005576,0.620966,-0.003445,1.281079,0.000040,0.795506,0.000056,0.907916,0.000056
145,0.024494,0.000436,0.633018,0.007614,1.565274,0.000051,0.990846,0.000071,1.128192,0.000071
146,0.074682,0.002808,0.228867,0.001804,0.420394,0.000048,0.096214,0.000151,0.133102,0.000151
147,0.047745,0.000320,0.173462,-0.013392,0.505941,0.000039,0.087761,0.000151,0.132156,0.000151
148,0.030359,0.003529,0.272737,0.003109,0.403462,0.000040,0.110039,0.000110,0.145441,0.000110
149,0.044252,-0.001499,0.251982,0.008576,0.393498,0.000040,0.099154,0.000116,0.133682,0.000116
150,0.015001,-0.004359,0.421664,-0.001709,1.105454,0.000036,0.466130,0.000070,0.563129,0.000070
151,0.045509,0.005607,0.223245,0.024623,0.495202,0.000043,0.110551,0.000137,0.154003,0.000137
152,0.158323,0.002146,0.389691,0.001756,0.585560,0.000038,0.228187,0.000080,0.279568,0.000080
153,0.034530,-0.002601,0.186577,0.010307,0.429146,0.000031,0.080069,0.000114,0.117724,0.000114
154,0.026842,0.000292,0.348737,-0.010402,1.434658,0.000026,0.500318,0.000059,0.626203,0.000059
155,0.023343,-0.003448,0.198584,0.004803,0.385979,0.000040,0.076649,0.000141,0.110517,0.000141
156,0.057348,0.001588,0.741423,0.002285,1.743990,0.000039,1.293035,0.000047,1.446063,0.000047
157,0.073245,0.006295,0.352934,0.007090,0.697617,0.000046,0.246213,0.000103,0.307426,0.000103
158,0.065801,0.001402,0.226041,0.006127,0.429870,0.000061,0.097168,0.000194,0.134888,0.000194
159,0.041517,0.000344,0.311121,-0.000185,0.660905,0.000026,0.205621,0.000066,0.263613,0.000066
160,0.037086,0.002870,0.659513,0.001619,2.954612,0.000034,1.948605,0.000046,2.207859,0.000046
161,0.178317,0.005146,0.263235,-0.007740,0.324459,0.000042,0.085409,0.000120,0.113879,0.000120
162,0.016874,-0.000672,0.333391,0.006993,1.377511,0.000033,0.459249,0.000078,0.580120,0.000078
163,0.044062,-0.001433,0.368604,-0.010994,0.975375,0.000041,0.359527,0.000090,0.445112,0.000090
164,0.198732,0.006587,0.173521,0.006731,0.412725,0.000037,0.071616,0.000140,0.107831,0.000140
165,0.065045,0.005461,0.434683,-0.004736,0.543268,0.000044,0.236149,0.000083,0.283819,0.000083
166,0.015814,-0.002986,0.262017,0.002566,0.338886,0.000101,0.088794,0.000288,0.118530,0.000288
167,0.036341,0.006150,0.323763,-0.009916,0.877712,0.000052,0.284171,0.000127,0.361187,0.000127
168,0.116742,0.005134,0.284244,0.019650,1.911429,0.000046,0.543313,0.000123,0.711033,0.000123
169,0.041676,0.001282,0.243520,0.004236,0.598167,0.000051,0.145666,0.000154,0.198152,0.000154
170,0.026444,-0.005979,0.246974,-0.007613,0.362484,0.000075,0.089524,0.000224,0.121331,0.000224
171,0.075959,0.004910,0.191106,-0.005043,0.381842,0.000043,0.072972,0.000154,0.106477,0.000154
172,0.052419,0.001812,0.505932,-0.002015,1.438064,0.000051,0.727562,0.000085,0.853746,0.000085
173,0.044149,-0.000430,0.357446,0.009532,0.378124,0.000032,0.135159,0.000071,0.168338,0.000071
174,0.016561,0.001902,0.170490,-0.004648,0.476197,0.000033,0.081187,0.000128,0.122971,0.000128
175,0.068031,0.000150,0.333638,-0.003241,1.184140,0.000051,0.395074,0.000120,0.498977,0.000120
176,0.057625,0.003241,0.264719,-0.000708,0.597120,0.000022,0.158069,0.000063,0.210464,0.000063
177,0.017977,-0.000323,0.241726,0.020620,0.387198,0.000039,0.093596,0.000118,0.127571,0.000118
178,0.054467,0.004404,0.203482,-0.002652,0.347192,0.000067,0.070647,0.000231,0.101112,0.000231
179,0.015056,-0.002075,0.260504,-0.011698,0.480900,0.000055,0.125276,0.000158,0.167473,0.000158
180,0.025883,-0.000140,0.818102,0.001242,2.510318,0.000065,2.053696,0.000072,2.273965,0.000072
181,0.048552,-0.003213,0.340946,-0.001713,0.663392,0.000041,0.226181,0.000097,0.284391,0.000097
182,0.029226,0.003700,0.244594,0.006247,0.508327,0.000037,0.124333,0.000110,0.168937,0.000110
183,0.139450,0.006345,0.404708,-0.001346,1.262029,0.000030,0.510754,0.000062,0.621491,0.000062
184,0.037028,0.006781,0.230179,-0.015373,0.399514,0.000044,0.091960,0.000137,0.127015,0.000137
185,0.027497,0.001685,0.266849,0.006008,1.177848,0.000020,0.314307,0.000056,0.417658,0.000056
186,0.083831,0.005322,0.183240,-0.001683,0.513062,0.000039,0.094013,0.000145,0.139032,0.000145
187,0.056574,0.000329,0.244083,-0.012477,0.400755,0.000043,0.097817,0.000131,0.132982,0.000131
188,0.038137,0.002580,0.275018,-0.002873,0.314823,0.000051,0.086582,0.000140,0.114206,0.000140
189,0.021477,-0.009440,0.394376,0.002857,2.067425,0.000031,0.815343,0.000065,0.996750,0.000065
190,0.023848,0.002152,0.301318,-0.000660,0.406891,0.000057,0.122604,0.000147,0.158307,0.000147
191,0.036736,0.000097,0.210502,-0.015793,0.349893,0.000083,0.073653,0.000278,0.104355,0.000278

===== block_1 =====
c,freq_fgconv_scalar,freq_fgconv_grad,gate_fgconv,gate_fgconv_grad,z_fgconv_energy,z_fgconv_grad_energy,pure_gated_fgconv_energy,pure_gated_fgconv_grad_energy,y_fgconv_energy,y_fgconv_grad_energy
0,0.705969,-0.012104,0.482002,0.002798,7.010854,0.000005,3.379245,0.000010,3.613233,0.000010
1,0.507279,-0.002227,0.107199,-0.013551,4.183582,0.000005,0.448476,0.000034,0.588104,0.000034
2,0.798731,-0.020003,0.052934,-0.045333,6.726378,0.000002,0.356053,0.000018,0.580547,0.000018
3,0.735494,0.000192,0.091455,-0.006843,3.670841,0.000007,0.335715,0.000056,0.458230,0.000056
4,0.580100,-0.000986,0.290397,-0.018730,4.890886,0.000003,1.420300,0.000010,1.583534,0.000010
5,0.669479,0.003714,0.173807,-0.003976,4.300868,0.000002,0.747519,0.000012,0.891061,0.000012
6,0.621493,-0.021821,0.130361,0.018741,4.016663,0.000004,0.523615,0.000025,0.657672,0.000025
7,0.817610,-0.011142,0.321913,0.002913,3.307409,0.000006,1.064699,0.000016,1.175084,0.000016
8,0.757792,0.015139,0.098587,-0.003626,5.568973,0.000003,0.549027,0.000026,0.734892,0.000026
9,0.460333,-0.003774,0.179611,0.028889,5.249758,0.000003,0.942912,0.000012,1.118124,0.000012
10,0.513502,0.006590,0.185605,0.031409,5.499125,0.000003,1.020666,0.000014,1.204200,0.000014
11,0.827753,-0.005268,0.398429,-0.007082,4.081102,0.000003,1.626029,0.000006,1.762236,0.000006
12,0.528727,-0.012282,0.854853,-0.003098,4.046751,0.000004,3.459377,0.000004,3.594438,0.000004
13,0.547468,0.019370,0.278340,0.023041,4.136824,0.000007,1.151445,0.000024,1.289512,0.000024
14,0.468791,0.001938,0.000006,0.142686,3.430048,0.000003,0.000019,0.000101,0.114498,0.000101
15,0.599238,0.018849,0.157457,-0.000133,3.961270,0.000007,0.623730,0.000037,0.755938,0.000037
16,0.725041,-0.002616,0.147585,0.020834,4.148804,0.000003,0.612302,0.000016,0.750769,0.000016
17,0.557850,0.021794,0.316694,0.002379,4.007947,0.000006,1.269292,0.000017,1.403058,0.000017
18,0.573906,-0.003462,0.265506,-0.027782,2.693349,0.000003,0.715100,0.000010,0.804991,0.000010
19,0.628480,0.000297,0.998058,0.000300,3.887169,0.000003,3.879621,0.000003,4.009356,0.000003
20,0.501481,0.000102,0.138131,0.019066,4.118178,0.000003,0.568846,0.000018,0.706291,0.000018
21,0.822116,0.011344,0.209193,0.026324,3.887947,0.000002,0.813332,0.000009,0.943093,0.000009
22,0.696640,-0.012335,0.187014,-0.199502,4.783683,0.000006,0.894615,0.000028,1.054271,0.000028
23,0.648446,0.007893,0.063117,-0.034676,9.040907,0.000001,0.570634,0.000009,0.872376,0.000009
24,0.500563,0.012712,0.160581,-0.008360,3.621856,0.000009,0.581603,0.000047,0.702483,0.000047
25,0.571397,0.003699,0.020687,0.249235,4.152720,0.000006,0.085907,0.000117,0.224505,0.000117
26,0.734290,-0.018881,0.139327,0.067105,7.067282,0.000003,0.984664,0.000017,1.220536,0.000017
27,0.607142,-0.025416,0.314970,-0.010349,5.274604,0.000003,1.661343,0.000009,1.837384,0.000009
28,0.685783,0.016855,0.063812,0.012220,3.633809,0.000001,0.231882,0.000013,0.353161,0.000013
29,0.646511,-0.012474,0.361768,-0.002101,4.609909,0.000005,1.667718,0.000013,1.821574,0.000013
30,0.983742,-0.001076,0.341747,0.005116,3.471488,0.000004,1.186372,0.000011,1.302233,0.000011
31,0.564241,-0.001837,0.174028,0.011527,4.393051,0.000004,0.764516,0.000017,0.911135,0.000017
32,0.563595,0.012065,0.113698,-0.007057,4.005079,0.000002,0.455370,0.000016,0.589040,0.000016
33,0.656088,0.017347,0.112650,0.009942,4.416924,0.000004,0.497567,0.000027,0.644983,0.000027
34,0.770732,-0.024611,0.441237,-0.003260,4.594224,0.000004,2.027144,0.000009,2.180477,0.000009
35,0.504973,-0.002563,0.167863,-0.049819,4.484433,0.000004,0.752770,0.000018,0.902439,0.000018
36,0.405449,0.006554,0.184477,0.008793,5.184666,0.000002,0.956453,0.000009,1.129492,0.000009
37,0.542736,0.009782,0.088856,-0.015957,5.572049,0.000001,0.495107,0.000007,0.681076,0.000007
38,0.831145,-0.014003,0.181364,0.006331,4.687534,0.000004,0.850151,0.000020,1.006598,0.000020
39,0.551374,-0.004837,0.469186,0.005244,3.779143,0.000004,1.773122,0.000008,1.899251,0.000008
40,0.612900,0.010041,0.036248,-0.011183,3.827644,0.000001,0.138743,0.000014,0.266491,0.000014
41,0.706707,-0.001536,0.082097,-0.005699,3.761136,0.000003,0.308779,0.000030,0.434308,0.000030
42,0.810309,0.004566,0.153202,0.026507,3.625096,0.000003,0.555372,0.000015,0.676360,0.000015
43,0.527575,0.001487,0.216500,0.019909,3.761264,0.000006,0.814313,0.000026,0.939846,0.000026
44,0.632253,0.011848,0.061328,0.032737,5.040583,0.000003,0.309127,0.000032,0.477358,0.000032
45,0.604947,0.018182,0.480205,0.000486,3.930221,0.000005,1.887311,0.000010,2.018483,0.000010
46,0.643077,0.012872,0.188077,0.013377,6.670089,0.000002,1.254489,0.000009,1.477104,0.000009
47,0.651270,-0.007862,0.980768,-0.007446,3.703259,0.000004,3.632037,0.000004,3.755634,0.000004
48,0.555504,-0.009471,0.220130,-0.007541,4.426023,0.000004,0.974299,0.000018,1.122018,0.000018
49,0.624543,-0.013463,0.636474,0.005505,4.347538,0.000004,2.767095,0.000007,2.912194,0.000007
50,0.411361,0.006464,0.173162,0.003470,3.957658,0.000004,0.685315,0.000018,0.817403,0.000018
51,0.571464,0.013435,0.278255,-0.001208,4.379874,0.000003,1.218724,0.000009,1.364903,0.000009
52,0.803404,-0.000958,0.238746,0.004172,2.961030,0.000004,0.706934,0.000016,0.805759,0.000016
53,0.694597,-0.002454,0.237003,-0.001907,6.428926,0.000001,1.523676,0.000006,1.738243,0.000006
54,0.575480,0.015707,0.091098,-0.021042,6.611228,0.000001,0.602271,0.000006,0.822922,0.000006
55,0.558207,-0.004863,0.999925,0.003051,6.013797,0.000004,6.013346,0.000004,6.214057,0.000004
56,0.621213,-0.000233,0.203111,0.001083,5.260634,0.000007,1.068494,0.000028,1.244069,0.000028
57,0.508129,-0.005393,0.124832,0.048791,3.863426,0.000004,0.482278,0.000024,0.611221,0.000024
58,0.901775,-0.009590,0.166621,0.010170,5.222808,0.000005,0.870228,0.000024,1.044540,0.000024
59,0.450534,0.009805,0.160234,0.011289,5.976686,0.000003,0.957668,0.000017,1.157141,0.000017
60,0.532113,-0.008201,0.109158,0.006390,4.623314,0.000002,0.504671,0.000013,0.658975,0.000013
61,0.574615,0.019266,0.038109,-0.003992,4.263630,0.000003,0.162483,0.000043,0.304782,0.000043
62,0.650674,-0.023696,0.191583,-0.009454,3.692930,0.000001,0.707502,0.000006,0.830754,0.000006
63,0.959598,0.006499,0.701940,0.003518,3.779746,0.000003,2.653157,0.000004,2.779306,0.000004
64,0.453873,-0.009276,0.305616,-0.002674,4.241094,0.000006,1.296145,0.000017,1.437693,0.000017
65,0.475971,0.016771,0.119035,0.008410,5.694570,0.000004,0.677853,0.000024,0.867910,0.000024
66,0.467357,0.001880,0.168927,-0.008454,4.582143,0.000002,0.774048,0.000010,0.926978,0.000010
67,0.445675,0.006419,0.320979,-0.017541,7.333303,0.000005,2.353838,0.000013,2.598588,0.000013
68,0.656111,0.010252,0.274740,-0.009330,3.583357,0.000006,0.984491,0.000020,1.104086,0.000020
69,0.705021,-0.001504,0.303313,0.001605,7.062488,0.000002,2.142144,0.000005,2.377856,0.000005
70,0.615077,-0.000530,0.935269,0.001225,6.912508,0.000003,6.465052,0.000003,6.695758,0.000003
71,0.457325,-0.002087,0.999999,0.004969,4.734278,0.000006,4.734274,0.000005,4.892282,0.000005
72,0.523472,-0.009068,0.404000,-0.005451,5.917512,0.000005,2.390677,0.000012,2.588175,0.000012
73,0.762233,0.001151,0.050831,-0.025262,3.561725,0.000003,0.181046,0.000032,0.299919,0.000032
74,0.742252,-0.005426,0.131186,-0.015053,3.375483,0.000002,0.442816,0.000010,0.555473,0.000010
75,0.663763,-0.010737,0.089714,0.007189,3.938038,0.000003,0.353298,0.000025,0.484730,0.000025
76,0.455291,0.004850,0.050259,0.013506,4.589627,0.000003,0.230669,0.000030,0.383848,0.000030
77,0.803730,-0.010304,0.458924,-0.015303,4.908252,0.000004,2.252515,0.000009,2.416329,0.000009
78,0.568991,-0.005106,0.079991,0.038654,4.519163,0.000003,0.361490,0.000023,0.512318,0.000023
79,0.464962,0.012752,0.032244,0.042163,4.611532,0.000006,0.148693,0.000090,0.302603,0.000090
80,0.808719,-0.021238,0.137423,-0.002968,3.369540,0.000002,0.463053,0.000015,0.575512,0.000015
81,0.444344,-0.026718,0.305269,-0.020702,5.314971,0.000005,1.622498,0.000015,1.799886,0.000015
82,0.696668,-0.003477,0.998910,0.002788,5.577217,0.000005,5.571140,0.000004,5.757281,0.000004
83,0.488863,0.007225,0.215154,-0.015186,4.332371,0.000002,0.932125,0.000007,1.076718,0.000007
84,0.570587,-0.005018,0.086885,-0.000604,6.444293,0.000004,0.559909,0.000036,0.774989,0.000036
85,0.634478,0.000282,0.292428,0.005353,3.592178,0.000004,1.050452,0.000012,1.170342,0.000012
86,0.622847,0.007953,0.810299,0.004941,4.306755,0.000005,3.489759,0.000006,3.633498,0.000006
